threshold_profile,deploy_threshold,adapt_threshold,model,source_region,target_region,degradation_mean,degradation_ci95_halfwidth,risk_score,decision
main,0.01,0.025,stgcn_diffusion,ENA,NCA,0.0014352053613191,0.039805788169132,0.0412409935304511,retrain
main,0.01,0.025,stgcn_diffusion,ENA,NEU,0.0818060883078178,0.0209152506774272,0.10272133898524499,retrain
main,0.01,0.025,stgcn_diffusion,ENA,NWN,0.1723515761765383,0.0649112160532453,0.23726279222978358,retrain
main,0.01,0.025,stgcn_diffusion,ENA,SAU,0.0415677235520945,0.027071835701727,0.06863955925382151,retrain
main,0.01,0.025,stgcn_diffusion,ENA,WCE,0.0418583525844773,0.0196197525184494,0.0614781051029267,retrain
main,0.01,0.025,stgcn_diffusion,ENA,WNA,0.0827967712247853,0.0373888026279131,0.1201855738526984,retrain
main,0.01,0.025,stgcn_diffusion,MED,CNA,0.0863210792036838,0.1191272979194086,0.20544837712309238,retrain
main,0.01,0.025,stgcn_diffusion,MED,EAS,-0.0210481080359338,0.1998208252042386,0.1787727171683048,retrain
main,0.01,0.025,stgcn_diffusion,MED,EAU,0.0121206748730577,0.0159295378593968,0.0280502127324545,retrain
main,0.01,0.025,stgcn_diffusion,MED,ENA,0.1213426827122687,0.1010581328510412,0.2224008155633099,retrain
main,0.01,0.025,stgcn_diffusion,MED,NCA,0.0023490367124583,0.0272244184125627,0.029573455125021,retrain
main,0.01,0.025,stgcn_diffusion,MED,NEU,0.0259411492494052,0.0599783921489481,0.08591954139835331,retrain
main,0.01,0.025,stgcn_diffusion,MED,NWN,0.1124408141633636,0.26069270307956,0.3731335172429236,retrain
main,0.01,0.025,stgcn_diffusion,MED,SAU,0.001979817780613,0.0258005995880588,0.0277804173686718,retrain
main,0.01,0.025,stgcn_diffusion,MED,WCE,0.0068218974753663,0.0221399443945129,0.0289618418698792,retrain
main,0.01,0.025,stgcn_diffusion,MED,WNA,0.0305906605117757,0.0909963923762143,0.12158705288799,retrain
main,0.01,0.025,stgcn_diffusion,NCA,CNA,0.0747972916320331,0.0699568514435359,0.144754143075569,retrain
main,0.01,0.025,stgcn_diffusion,NCA,EAS,0.3955208382168096,3.706458515555146,4.101979353771956,retrain
main,0.01,0.025,stgcn_diffusion,NCA,EAU,0.0415632693380174,0.3538533655338734,0.3954166348718908,retrain
main,0.01,0.025,stgcn_diffusion,NCA,ENA,0.121960315722069,0.13577220237215,0.25773251809421904,retrain
main,0.01,0.025,stgcn_diffusion,NCA,MED,0.0157401415125624,0.1125326509621772,0.1282727924747396,retrain
main,0.01,0.025,stgcn_diffusion,NCA,NEU,0.0806177741397087,0.2240102047481458,0.30462797888785453,retrain
main,0.01,0.025,stgcn_diffusion,NCA,NWN,0.1379958010858546,0.2092960738794488,0.3472918749653034,retrain
main,0.01,0.025,stgcn_diffusion,NCA,SAU,0.0195515602534762,0.1043591693320867,0.1239107295855629,retrain
main,0.01,0.025,stgcn_diffusion,NCA,WCE,0.0455380059929499,0.2710646746301303,0.31660268062308017,retrain
main,0.01,0.025,stgcn_diffusion,NCA,WNA,0.0451154530897852,0.0367743497956437,0.08188980288542891,retrain
main,0.01,0.025,stgcn_diffusion,NEU,CNA,0.122557039032315,0.0281473686180218,0.1507044076503368,retrain
main,0.01,0.025,stgcn_diffusion,NEU,EAS,0.0091154763003803,0.1687354654571177,0.177850941757498,retrain
main,0.01,0.025,stgcn_diffusion,NEU,EAU,0.0303563360404277,0.0370496850494628,0.0674060210898905,retrain
main,0.01,0.025,stgcn_diffusion,NEU,ENA,0.1591151721409141,0.1174128121326586,0.2765279842735727,retrain
main,0.01,0.025,stgcn_diffusion,NEU,MED,0.0132184150263759,0.0398789948897337,0.053097409916109596,retrain
main,0.01,0.025,stgcn_diffusion,NEU,NCA,0.0209314207532047,0.0163821674008609,0.0373135881540656,retrain
main,0.01,0.025,stgcn_diffusion,NEU,NWN,0.0783972399378534,0.0891979138862635,0.16759515382411688,retrain
main,0.01,0.025,stgcn_diffusion,NEU,SAU,0.0195456434871332,0.0542047525148937,0.0737503960020269,retrain
main,0.01,0.025,stgcn_diffusion,NEU,WCE,0.0074190858703412,0.0625379904816465,0.0699570763519877,retrain
main,0.01,0.025,stgcn_diffusion,NEU,WNA,0.027084366645458,0.0617317103272131,0.0888160769726711,retrain
main,0.01,0.025,stgcn_diffusion,NWN,CNA,0.2347748552370526,0.1792660404791964,0.414040895716249,retrain
main,0.01,0.025,stgcn_diffusion,NWN,EAS,0.4060658472852709,1.099586258985764,1.5056521062710349,retrain
main,0.01,0.025,stgcn_diffusion,NWN,EAU,0.1555298372414937,0.1783265713306843,0.333856408572178,retrain
main,0.01,0.025,stgcn_diffusion,NWN,ENA,0.3340929386912429,0.2632119384112986,0.5973048771025415,retrain
main,0.01,0.025,stgcn_diffusion,NWN,MED,0.0839049851001826,0.0836555162300899,0.1675605013302725,retrain
main,0.01,0.025,stgcn_diffusion,NWN,NCA,0.0452814951279664,0.0692460392540274,0.11452753438199381,retrain
main,0.01,0.025,stgcn_diffusion,NWN,NEU,0.1101757454333772,0.1260072686230904,0.23618301405646758,retrain
main,0.01,0.025,stgcn_diffusion,NWN,SAU,0.1153935455996111,0.1254386232266541,0.2408321688262652,retrain
main,0.01,0.025,stgcn_diffusion,NWN,WCE,0.125727946092447,0.1177153356406153,0.2434432817330623,retrain
main,0.01,0.025,stgcn_diffusion,NWN,WNA,0.0186470955205648,0.0862914803709226,0.1049385758914874,retrain
main,0.01,0.025,stgcn_diffusion,SAU,CNA,0.0874485225554925,0.036355537463158,0.12380406001865049,retrain
main,0.01,0.025,stgcn_diffusion,SAU,EAS,-0.0049039472503098,0.2747383415369214,0.2698343942866116,retrain
main,0.01,0.025,stgcn_diffusion,SAU,EAU,0.0199387839173441,0.0322718338450166,0.0522106177623607,retrain
main,0.01,0.025,stgcn_diffusion,SAU,ENA,0.1182717885025414,0.0390426458598679,0.1573144343624093,retrain
main,0.01,0.025,stgcn_diffusion,SAU,MED,0.0006256832324802,0.004472245430866,0.0050979286633462,deploy
main,0.01,0.025,stgcn_diffusion,SAU,NCA,0.004271118374069,0.0140558450287277,0.0183269634027967,adapt
main,0.01,0.025,stgcn_diffusion,SAU,NEU,0.0369083234100181,0.0184616016075823,0.05536992501760041,retrain
main,0.01,0.025,stgcn_diffusion,SAU,NWN,0.1392113114653747,0.0589028149401493,0.198114126405524,retrain
main,0.01,0.025,stgcn_diffusion,SAU,WCE,0.0060658791494711,0.0222887481820626,0.028354627331533704,retrain
main,0.01,0.025,stgcn_diffusion,SAU,WNA,0.0491429191421588,0.0550275601784853,0.1041704793206441,retrain
main,0.01,0.025,stgcn_diffusion,WCE,CNA,0.0969741428046331,0.0430311707888887,0.1400053135935218,retrain
main,0.01,0.025,stgcn_diffusion,WCE,EAS,0.0129811145221702,0.1447946718101282,0.1577757863322984,retrain
main,0.01,0.025,stgcn_diffusion,WCE,EAU,0.0319663009205101,0.0148428126612802,0.0468091135817903,retrain
main,0.01,0.025,stgcn_diffusion,WCE,ENA,0.1220985899029061,0.0423035411007927,0.1644021310036988,retrain
main,0.01,0.025,stgcn_diffusion,WCE,MED,0.0083156273477083,0.0268956116260624,0.0352112389737707,retrain
main,0.01,0.025,stgcn_diffusion,WCE,NCA,0.0124390443732716,0.0370720896644639,0.0495111340377355,retrain
main,0.01,0.025,stgcn_diffusion,WCE,NEU,0.0226320692271467,0.0406392640980053,0.063271333325152,retrain
main,0.01,0.025,stgcn_diffusion,WCE,NWN,0.1462186601294858,0.035569660545125,0.18178832067461081,retrain
main,0.01,0.025,stgcn_diffusion,WCE,SAU,0.006406507199892,0.0238544920306232,0.0302609992305152,retrain
main,0.01,0.025,stgcn_diffusion,WCE,WNA,0.0562619046750538,0.0450114310365846,0.10127333571163841,retrain
main,0.01,0.025,stgcn_diffusion,WNA,CNA,0.1256328451398576,0.1695122454582212,0.2951450905980788,retrain
main,0.01,0.025,stgcn_diffusion,WNA,EAS,-0.0305646128257422,0.3465588075936999,0.3159941947679577,retrain
main,0.01,0.025,stgcn_diffusion,WNA,EAU,0.0411960705171876,0.1090711495601577,0.1502672200773453,retrain
main,0.01,0.025,stgcn_diffusion,WNA,ENA,0.179050226467616,0.2175863638219421,0.3966365902895581,retrain
main,0.01,0.025,stgcn_diffusion,WNA,MED,0.0232217740267382,0.0828443037850789,0.1060660778118171,retrain
main,0.01,0.025,stgcn_diffusion,WNA,NCA,0.0099287102285835,0.0500405670739438,0.059969277302527296,retrain
main,0.01,0.025,stgcn_diffusion,WNA,NEU,0.0397118723779214,0.1442485693525353,0.1839604417304567,retrain
main,0.01,0.025,stgcn_diffusion,WNA,NWN,0.0465392141783997,0.1805649579900186,0.2271041721684183,retrain
main,0.01,0.025,stgcn_diffusion,WNA,SAU,0.0411672395414559,0.1488719050580745,0.1900391445995304,retrain
main,0.01,0.025,stgcn_diffusion,WNA,WCE,0.0510800547912357,0.1912259095898009,0.2423059643810366,retrain
lenient,0.015,0.03,graphwavenet_transfer,CNA,EAS,0.1215890633702993,0.5404236636111336,0.6620127269814329,retrain
lenient,0.015,0.03,graphwavenet_transfer,CNA,EAU,0.0258572490364467,0.0625233963167832,0.0883806453532299,retrain
lenient,0.015,0.03,graphwavenet_transfer,CNA,ENA,0.0333539154592412,0.0584765516057265,0.0918304670649677,retrain
lenient,0.015,0.03,graphwavenet_transfer,CNA,MED,0.0396956162547429,0.0660247282874601,0.105720344542203,retrain
lenient,0.015,0.03,graphwavenet_transfer,CNA,NCA,-0.0069023968497045,0.0180095059244015,0.011107109074696999,deploy
lenient,0.015,0.03,graphwavenet_transfer,CNA,NEU,0.120494276005165,0.198619588110278,0.319113864115443,retrain
lenient,0.015,0.03,graphwavenet_transfer,CNA,NWN,0.1915399426149802,0.0335535789428259,0.2250935215578061,retrain
lenient,0.015,0.03,graphwavenet_transfer,CNA,SAU,0.0359435129353249,0.065134441924123,0.1010779548594479,retrain
lenient,0.015,0.03,graphwavenet_transfer,CNA,WCE,0.0713502212649242,0.1748679479729989,0.2462181692379231,retrain
lenient,0.015,0.03,graphwavenet_transfer,CNA,WNA,0.0863094360785391,0.0729760224486648,0.15928545852720388,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,CNA,0.2262422594723158,0.0894334052043074,0.3156756646766232,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,EAU,0.0247173342090528,0.0825160763307246,0.10723341053977739,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,ENA,0.318138251525233,0.148141011591189,0.466279263116422,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,MED,0.0117930564210659,0.0521332441181804,0.0639263005392463,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,NCA,0.0171399423091603,0.020995065211212,0.0381350075203723,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,NEU,0.0613960072578026,0.1605838757826596,0.22197988304046218,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,NWN,0.1013231926316112,0.1141468913300765,0.2154700839616877,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,SAU,0.0249191719837571,0.0988934486672526,0.1238126206510097,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,WCE,0.0475782124376073,0.1487941460436756,0.1963723584812829,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAS,WNA,0.043463604127702,0.0384560057226461,0.0819196098503481,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAU,CNA,0.1805033974945719,0.0083517023181866,0.1888550998127585,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAU,EAS,-0.0094214980262849,0.2958042600605902,0.2863827620343053,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAU,ENA,0.2617341787044749,0.0514355050721992,0.3131696837766741,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAU,MED,0.002472119764635,0.0199313192783619,0.0224034390429969,adapt
lenient,0.015,0.03,graphwavenet_transfer,EAU,NCA,0.0079503591534243,0.0264642956262491,0.0344146547796734,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAU,NEU,0.0381010835955417,0.0597490937424937,0.0978501773380354,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAU,NWN,0.1586460456043022,0.0934684407375172,0.25211448634181943,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAU,SAU,0.0047762713920055,0.0479012635461463,0.052677534938151804,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAU,WCE,0.0165810751729528,0.0679726521939337,0.08455372736688649,retrain
lenient,0.015,0.03,graphwavenet_transfer,EAU,WNA,0.0655795889539116,0.0192031158719548,0.08478270482586639,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,CNA,0.0224130109730416,0.0600702857711373,0.0824832967441789,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,EAS,0.1605484261870174,0.235890376116966,0.39643880230398343,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,EAU,0.0472544656880978,0.0284448181130723,0.07569928380117011,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,MED,0.0350361438146831,0.0853283094528836,0.1203644532675667,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,NCA,-0.0063874675578067,0.1027210622235353,0.0963335946657286,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,NEU,0.1049751763633312,0.0173117833882078,0.122286959751539,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,NWN,0.1620856544549647,0.0252322909151241,0.1873179453700888,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,SAU,0.0384017772388466,0.0259892385156344,0.064391015754481,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,WCE,0.0572269242345978,0.0674961218935392,0.12472304612813699,retrain
lenient,0.015,0.03,graphwavenet_transfer,ENA,WNA,0.0855374585893522,0.0082952899509671,0.0938327485403193,retrain
lenient,0.015,0.03,graphwavenet_transfer,MED,CNA,0.1962878311761052,0.0562899240736254,0.2525777552497306,retrain
lenient,0.015,0.03,graphwavenet_transfer,MED,EAS,-0.0221317882423343,0.2183781033569742,0.19624631511463989,retrain
lenient,0.015,0.03,graphwavenet_transfer,MED,EAU,0.0097923053838596,0.0245969188922168,0.0343892242760764,retrain
lenient,0.015,0.03,graphwavenet_transfer,MED,ENA,0.2698897499061846,0.0487642086685587,0.31865395857474327,retrain
lenient,0.015,0.03,graphwavenet_transfer,MED,NCA,0.0084969280254973,0.0425704629661226,0.0510673909916199,retrain
lenient,0.015,0.03,graphwavenet_transfer,MED,NEU,0.0177772346756848,0.0283548445651591,0.0461320792408439,retrain
lenient,0.015,0.03,graphwavenet_transfer,MED,NWN,0.1225665318601379,0.0687753131698735,0.1913418450300114,retrain
lenient,0.015,0.03,graphwavenet_transfer,MED,SAU,0.0022911548820833,0.0088074160542153,0.011098570936298601,deploy
lenient,0.015,0.03,graphwavenet_transfer,MED,WCE,0.0063320445599767,0.0080786441902756,0.0144106887502523,deploy
lenient,0.015,0.03,graphwavenet_transfer,MED,WNA,0.0434014164899422,0.0479766799034495,0.0913780963933917,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,CNA,0.1530451899806846,0.1376778160428551,0.2907230060235397,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,EAS,0.0484004798598463,0.4030300119872478,0.4514304918470941,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,EAU,0.0226741542530174,0.0386629442495455,0.0613370985025629,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,ENA,0.204026326771405,0.3269300763722363,0.5309564031436413,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,MED,0.026190655958695,0.0338717237795969,0.0600623797382919,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,NEU,0.1219681392387221,0.2254673144697741,0.3474354537084962,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,NWN,0.1237069811311014,0.122838781426209,0.24654576255731042,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,SAU,0.037215893696113,0.0525176635698706,0.0897335572659836,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,WCE,0.0969534036144238,0.1928765179803072,0.289829921594731,retrain
lenient,0.015,0.03,graphwavenet_transfer,NCA,WNA,0.0542743082335559,0.056573172046342,0.1108474802798979,retrain
lenient,0.015,0.03,graphwavenet_transfer,NEU,CNA,0.2199681437292854,0.0455030917850676,0.265471235514353,retrain
lenient,0.015,0.03,graphwavenet_transfer,NEU,EAS,0.0081704613450481,0.3072378429202025,0.3154083042652506,retrain
lenient,0.015,0.03,graphwavenet_transfer,NEU,EAU,0.0267737697563461,0.0434685408869041,0.0702423106432502,retrain
lenient,0.015,0.03,graphwavenet_transfer,NEU,ENA,0.2875944364162607,0.0428902431172218,0.3304846795334825,retrain
lenient,0.015,0.03,graphwavenet_transfer,NEU,MED,0.0092641462154477,0.0271545670698009,0.0364187132852486,retrain
lenient,0.015,0.03,graphwavenet_transfer,NEU,NCA,0.0246062125943211,0.0285523792751467,0.0531585918694678,retrain
lenient,0.015,0.03,graphwavenet_transfer,NEU,NWN,0.1087208981525529,0.176362687469973,0.2850835856225259,retrain
lenient,0.015,0.03,graphwavenet_transfer,NEU,SAU,0.0148479950243642,0.0318253249884058,0.04667332001277,retrain
lenient,0.015,0.03,graphwavenet_transfer,NEU,WCE,0.0009600791287558,0.0276923814019435,0.0286524605306993,adapt
lenient,0.015,0.03,graphwavenet_transfer,NEU,WNA,0.0512031805033691,0.0823994613565323,0.1336026418599014,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,CNA,0.2230941148252126,0.1205798715174709,0.34367398634268354,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,EAS,0.0691770368993278,0.3367809940139735,0.4059580309133013,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,EAU,0.0706944754171686,0.1488203258898353,0.2195148013070039,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,ENA,0.2655352853098188,0.0900078760469683,0.3555431613567871,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,MED,0.0334213590961034,0.0872576505736133,0.1206790096697167,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,NCA,0.0197699155215381,0.0487942192138209,0.068564134735359,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,NEU,0.0465828056220219,0.1625576183163375,0.2091404239383594,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,SAU,0.0437192225388504,0.0986813654934031,0.1424005880322535,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,WCE,0.0544778224474738,0.1599536759166779,0.2144314983641517,retrain
lenient,0.015,0.03,graphwavenet_transfer,NWN,WNA,0.0137109431489949,0.0444367710769707,0.0581477142259656,retrain
lenient,0.015,0.03,graphwavenet_transfer,SAU,CNA,0.1881060592889724,0.0329965639819887,0.22110262327096109,retrain
lenient,0.015,0.03,graphwavenet_transfer,SAU,EAS,0.0304667867553866,0.27750846469997,0.3079752514553566,retrain
lenient,0.015,0.03,graphwavenet_transfer,SAU,EAU,0.0176686648777055,0.0264521338537161,0.0441207987314216,retrain
lenient,0.015,0.03,graphwavenet_transfer,SAU,ENA,0.256334035040441,0.048110156596767,0.304444191637208,retrain
lenient,0.015,0.03,graphwavenet_transfer,SAU,MED,0.0022509154703775,0.0119095939651251,0.0141605094355026,deploy
lenient,0.015,0.03,graphwavenet_transfer,SAU,NCA,0.0111643423550368,0.0400501761471158,0.0512145185021526,retrain
lenient,0.015,0.03,graphwavenet_transfer,SAU,NEU,0.0246911421333369,0.0079420154828535,0.0326331576161904,retrain
lenient,0.015,0.03,graphwavenet_transfer,SAU,NWN,0.1556611863165627,0.110931586027475,0.26659277234403767,retrain
lenient,0.015,0.03,graphwavenet_transfer,SAU,WCE,0.0052902801319146,0.0105263764951787,0.0158166566270933,adapt
lenient,0.015,0.03,graphwavenet_transfer,SAU,WNA,0.0718472179334131,0.0375023485593679,0.10934956649278099,retrain
lenient,0.015,0.03,graphwavenet_transfer,WCE,CNA,0.19730058850742,0.0191582943752642,0.2164588828826842,retrain
lenient,0.015,0.03,graphwavenet_transfer,WCE,EAS,0.0535943059414512,0.3963303743776954,0.4499246803191466,retrain
lenient,0.015,0.03,graphwavenet_transfer,WCE,EAU,0.0284182663340136,0.0532947648529706,0.0817130311869842,retrain
lenient,0.015,0.03,graphwavenet_transfer,WCE,ENA,0.2620182139864824,0.0808317987971246,0.342850012783607,retrain
lenient,0.015,0.03,graphwavenet_transfer,WCE,MED,0.006180564449025,0.0171129708485284,0.0232935352975534,adapt
lenient,0.015,0.03,graphwavenet_transfer,WCE,NCA,0.0148099100723941,0.0242210878128525,0.039030997885246596,retrain
lenient,0.015,0.03,graphwavenet_transfer,WCE,NEU,0.0280064646332017,0.0838026064225703,0.11180907105577201,retrain
lenient,0.015,0.03,graphwavenet_transfer,WCE,NWN,0.1893046936075025,0.145146359644177,0.33445105325167945,retrain
lenient,0.015,0.03,graphwavenet_transfer,WCE,SAU,0.0098755426227878,0.0277338703932055,0.0376094130159933,retrain
lenient,0.015,0.03,graphwavenet_transfer,WCE,WNA,0.0864661832692238,0.0685836161853337,0.1550497994545575,retrain
lenient,0.015,0.03,graphwavenet_transfer,WNA,CNA,0.2000938151125914,0.088853437652715,0.2889472527653064,retrain
lenient,0.015,0.03,graphwavenet_transfer,WNA,EAS,0.0062487020718341,0.3934335022406256,0.3996822043124597,retrain
